"","card1","card2","card3","card4","card5","winloss"
"751",10,3,0,0,0,"Win"
"752",8,9,0,0,0,"Win"
"753",10,10,0,0,0,"Loss"
"754",11,10,0,0,0,"Win"
"755",6,8,0,0,0,"Loss"
"756",4,7,5,10,0,"Loss"
"757",8,10,0,0,0,"Loss"
"758",4,5,10,0,0,"Win"
"759",5,8,0,10,0,"Loss"
"760",2,10,0,4,10,"Loss"
"761",6,7,0,0,0,"Loss"
"762",1,6,10,0,0,"Win"
"763",10,6,0,2,0,"Win"
"764",10,3,0,4,0,"Loss"
"765",8,3,10,0,0,"Win"
"766",10,8,0,0,0,"Loss"
"767",9,10,0,0,0,"Loss"
"768",10,3,0,1,10,"Loss"
"769",6,10,0,8,0,"Loss"
"770",11,7,0,0,0,"Push"
"771",1,1,10,2,9,"Loss"
"772",9,2,10,0,0,"Win"
"773",10,7,0,0,0,"Loss"
"774",11,10,0,0,0,"Push"
"775",1,5,9,3,0,"Loss"
"776",10,11,0,0,0,"Win"
"777",10,11,0,0,0,"Win"
"778",9,8,0,0,0,"Win"
"779",10,2,0,0,0,"Win"
"780",6,2,11,0,0,"Win"
"781",10,10,0,0,0,"Loss"
"782",9,11,0,0,0,"Win"
"783",8,9,0,0,0,"Loss"
"784",10,9,0,0,0,"Loss"
"785",7,4,7,0,0,"Win"
"786",1,5,6,8,0,"Win"
"787",4,7,1,0,0,"Win"
"788",6,10,0,10,0,"Loss"
"789",4,10,0,9,0,"Loss"
"790",9,10,0,0,0,"Win"
"791",5,8,0,0,0,"Loss"
"792",4,10,0,10,0,"Loss"
"793",1,5,10,2,0,"Push"
"794",8,7,0,10,0,"Loss"
"795",11,2,8,0,0,"Push"
"796",10,10,0,0,0,"Push"
"797",4,6,6,9,0,"Loss"
"798",9,10,0,0,0,"Win"
"799",10,4,0,0,0,"Win"
"800",9,10,0,0,0,"Loss"
"801",9,10,0,0,0,"Push"
"802",11,4,1,4,0,"Win"
"803",6,7,0,2,10,"Loss"
"804",9,5,0,2,7,"Loss"
"805",10,2,0,9,0,"Push"
"806",9,10,0,0,0,"Loss"
"807",10,6,0,0,0,"Loss"
"808",10,8,0,0,0,"Loss"
"809",10,10,0,0,0,"Loss"
"810",6,4,3,4,0,"Win"
"811",2,4,3,2,5,"Loss"
"812",8,10,0,0,0,"Win"
"813",2,10,0,4,1,"Win"
"814",10,10,0,0,0,"Win"
"815",2,5,10,0,0,"Loss"
"816",2,6,4,6,0,"Win"
"817",11,8,0,0,0,"Win"
"818",11,3,5,0,0,"Loss"
"819",6,8,0,6,0,"Win"
"820",7,8,0,6,0,"Win"
"821",10,4,0,2,10,"Loss"
"822",3,7,8,0,0,"Win"
"823",10,6,0,6,0,"Loss"
"824",3,7,3,6,0,"Loss"
"825",5,10,0,10,0,"Loss"
"826",10,10,0,0,0,"Win"
"827",10,7,0,0,0,"Win"
"828",8,7,0,0,0,"Win"
"829",10,4,0,0,0,"Win"
"830",10,11,0,0,0,"Win"
"831",2,3,5,10,0,"Win"
"832",11,8,0,0,0,"Loss"
"833",8,10,0,0,0,"Win"
"834",3,2,3,10,0,"Loss"
"835",2,5,10,0,0,"Loss"
"836",10,10,0,0,0,"Win"
"837",6,7,0,6,0,"Push"
"838",8,8,0,8,0,"Loss"
"839",6,4,10,0,0,"Win"
"840",10,10,0,0,0,"Win"
"841",6,2,7,0,0,"Loss"
"842",2,4,10,0,0,"Win"
"843",9,5,0,6,0,"Win"
"844",4,3,6,0,0,"Loss"
"845",2,5,3,3,0,"Loss"
"846",8,10,0,0,0,"Loss"
"847",4,7,10,0,0,"Win"
"848",2,4,11,0,0,"Win"
"849",8,10,0,0,0,"Loss"
"850",10,10,0,0,0,"Win"
"851",11,5,4,0,0,"Push"
"852",7,9,0,0,0,"Win"
"853",10,8,0,0,0,"Loss"
"854",9,8,0,0,0,"Win"
"855",5,1,10,4,0,"Push"
"856",10,2,0,4,2,"Loss"
"857",6,8,0,1,5,"Win"
"858",11,2,8,0,0,"Win"
"859",5,10,0,0,0,"Win"
"860",10,10,0,0,0,"Win"
"861",2,2,10,3,0,"Loss"
"862",5,9,0,5,0,"Loss"
"863",10,10,0,0,0,"Win"
"864",3,10,0,1,9,"Loss"
"865",10,8,0,0,0,"Loss"
"866",7,4,6,0,0,"Push"
"867",10,2,0,9,0,"Win"
"868",7,8,0,0,0,"Win"
"869",4,1,9,6,0,"Loss"
"870",10,10,0,0,0,"Win"
"871",2,5,5,3,9,"Loss"
"872",10,8,0,0,0,"Push"
"873",10,9,0,0,0,"Loss"
"874",11,10,0,0,0,"Push"
"875",5,3,6,0,0,"Win"
"876",5,6,2,10,0,"Loss"
"877",9,10,0,0,0,"Win"
"878",9,5,0,10,0,"Loss"
"879",9,10,0,0,0,"Win"
"880",8,3,2,0,0,"Loss"
"881",10,3,0,10,0,"Loss"
"882",10,10,0,0,0,"Win"
"883",8,10,0,0,0,"Loss"
"884",11,10,0,0,0,"Push"
"885",10,10,0,0,0,"Push"
"886",10,10,0,0,0,"Push"
"887",10,10,0,0,0,"Loss"
"888",11,2,4,0,0,"Loss"
"889",3,2,5,7,0,"Push"
"890",10,8,0,0,0,"Loss"
"891",10,11,0,0,0,"Win"
"892",10,6,0,10,0,"Loss"
"893",10,8,0,0,0,"Win"
"894",5,10,0,0,0,"Loss"
"895",10,2,0,1,10,"Loss"
"896",7,10,0,0,0,"Loss"
"897",4,8,0,7,0,"Loss"
"898",3,2,7,10,0,"Loss"
"899",10,10,0,0,0,"Win"
"900",10,10,0,0,0,"Loss"
"901",2,2,7,10,0,"Win"
"902",10,9,0,0,0,"Win"
"903",11,10,0,0,0,"Win"
"904",8,10,0,0,0,"Win"
"905",11,4,4,0,0,"Win"
"906",10,11,0,0,0,"Win"
"907",2,8,4,7,0,"Win"
"908",3,10,0,1,10,"Loss"
"909",3,7,2,4,5,"Win"
"910",2,2,11,10,0,"Loss"
"911",6,7,0,10,0,"Loss"
"912",3,10,0,4,0,"Push"
"913",3,3,8,0,0,"Loss"
"914",8,5,0,10,0,"Loss"
"915",8,11,0,0,0,"Loss"
"916",8,4,0,10,0,"Loss"
"917",10,3,0,0,0,"Win"
"918",10,2,0,0,0,"Win"
"919",10,10,0,0,0,"Win"
"920",10,5,0,0,0,"Loss"
"921",3,8,10,0,0,"Win"
"922",10,6,0,3,0,"Loss"
"923",6,10,0,0,0,"Win"
"924",10,10,0,0,0,"Win"
"925",5,5,3,3,8,"Loss"
"926",10,5,0,0,0,"Loss"
"927",11,1,1,4,0,"Win"
"928",5,11,5,0,0,"Win"
"929",10,2,0,0,0,"Loss"
"930",2,9,6,0,0,"Loss"
"931",4,7,10,0,0,"Win"
"932",3,10,0,8,0,"Win"
"933",6,11,1,0,0,"Loss"
"934",7,10,0,0,0,"Win"
"935",11,10,0,0,0,"Push"
"936",5,10,0,0,0,"Win"
"937",10,8,0,0,0,"Loss"
"938",10,10,0,0,0,"Push"
"939",5,8,0,10,0,"Loss"
"940",2,3,10,5,0,"Loss"
"941",10,2,0,0,0,"Loss"
"942",4,3,4,10,0,"Win"
"943",6,10,0,2,0,"Win"
"944",10,10,0,0,0,"Win"
"945",10,10,0,0,0,"Win"
"946",4,10,0,9,0,"Loss"
"947",3,10,0,0,0,"Loss"
"948",9,5,0,5,0,"Loss"
"949",10,4,0,1,2,"Loss"
"950",4,6,4,1,7,"Loss"
"951",4,9,0,0,0,"Loss"
"952",7,10,0,0,0,"Loss"
"953",7,4,10,0,0,"Push"
"954",3,6,4,7,0,"Win"
"955",10,10,0,0,0,"Win"
"956",3,2,5,8,0,"Loss"
"957",6,10,0,1,0,"Loss"
"958",10,10,0,0,0,"Win"
"959",10,10,0,0,0,"Win"
"960",5,10,0,4,0,"Loss"
"961",10,4,0,0,0,"Loss"
"962",3,11,4,0,0,"Loss"
"963",4,7,4,0,0,"Loss"
"964",4,3,11,0,0,"Push"
"965",7,4,7,0,0,"Win"
"966",8,3,1,7,0,"Win"
"967",5,5,6,0,0,"Win"
"968",5,10,0,4,0,"Win"
"969",7,2,10,0,0,"Win"
"970",5,3,3,7,0,"Win"
"971",8,10,0,0,0,"Win"
"972",7,7,0,8,0,"Loss"
"973",10,10,0,0,0,"Win"
"974",7,10,0,0,0,"Win"
"975",10,10,0,0,0,"Win"
"976",10,5,0,0,0,"Win"
"977",9,10,0,0,0,"Win"
"978",4,10,0,7,0,"Win"
"979",10,3,0,0,0,"Loss"
"980",8,10,0,0,0,"Loss"
"981",5,7,0,2,10,"Loss"
"982",6,11,4,0,0,"Win"
"983",8,10,0,0,0,"Win"
"984",10,4,0,1,10,"Loss"
"985",6,10,0,0,0,"Win"
"986",10,10,0,0,0,"Win"
"987",4,10,0,2,5,"Win"
"988",10,2,0,4,6,"Loss"
"989",10,10,0,0,0,"Push"
"990",4,7,10,0,0,"Push"
"991",3,8,8,0,0,"Loss"
"992",7,10,0,0,0,"Loss"
"993",10,8,0,0,0,"Loss"
"994",8,10,0,0,0,"Win"
"995",10,10,0,0,0,"Win"
"996",9,9,0,0,0,"Win"
"997",4,7,10,0,0,"Win"
"998",10,4,0,0,0,"Loss"
"999",10,10,0,0,0,"Win"
"1000",3,4,9,0,0,"Loss"
"1001",10,9,0,0,0,"Push"
"1002",8,7,0,10,0,"Loss"
"1003",5,10,0,8,0,"Loss"
"1004",10,7,0,0,0,"Loss"
"1005",4,10,0,1,2,"Loss"
"1006",7,10,0,0,0,"Loss"
"1007",3,7,10,0,0,"Win"
"1008",10,8,0,0,0,"Loss"
"1009",6,10,0,1,0,"Loss"
"1010",10,2,0,10,0,"Loss"
"1011",10,3,0,0,0,"Loss"
"1012",6,6,0,10,0,"Loss"
"1013",2,5,10,0,0,"Loss"
"1014",7,3,5,0,0,"Win"
"1015",7,10,0,0,0,"Loss"
"1016",7,2,10,0,0,"Win"
"1017",10,10,0,0,0,"Push"
"1018",10,8,0,0,0,"Win"
"1019",3,5,10,0,0,"Loss"
"1020",10,10,0,0,0,"Push"
"1021",10,11,0,0,0,"Win"
"1022",10,10,0,0,0,"Win"
"1023",10,10,0,0,0,"Win"
"1024",7,11,0,0,0,"Push"
"1025",4,8,0,10,0,"Loss"
"1026",5,10,0,3,0,"Loss"
"1027",10,10,0,0,0,"Win"
"1028",8,4,0,0,0,"Loss"
"1029",10,8,0,0,0,"Win"
"1030",7,11,0,0,0,"Win"
"1031",11,4,6,0,0,"Win"
"1032",1,1,10,0,0,"Loss"
"1033",4,3,10,0,0,"Loss"
"1034",5,11,3,0,0,"Loss"
"1035",2,10,0,2,0,"Win"
"1036",8,2,2,10,0,"Loss"
"1037",8,5,0,0,0,"Loss"
"1038",11,9,0,0,0,"Win"
"1039",8,7,0,0,0,"Loss"
"1040",4,10,0,0,0,"Loss"
"1041",10,9,0,0,0,"Win"
"1042",2,2,2,6,10,"Loss"
"1043",10,6,0,8,0,"Loss"
"1044",6,2,3,10,0,"Win"
"1045",2,10,0,0,0,"Loss"
"1046",8,4,0,3,8,"Loss"
"1047",10,3,0,3,10,"Loss"
"1048",8,10,0,0,0,"Push"
"1049",8,3,4,2,0,"Loss"
"1050",10,7,0,0,0,"Loss"
"1051",7,10,0,0,0,"Push"
"1052",10,3,0,0,0,"Loss"
"1053",10,9,0,0,0,"Win"
"1054",10,10,0,0,0,"Win"
"1055",11,5,5,0,0,"Win"
"1056",7,10,0,0,0,"Loss"
"1057",10,11,0,0,0,"Win"
"1058",2,1,10,0,0,"Loss"
"1059",10,11,0,0,0,"Win"
"1060",3,5,11,0,0,"Win"
"1061",3,11,4,0,0,"Win"
"1062",4,7,1,0,0,"Loss"
"1063",5,2,8,0,0,"Loss"
"1064",6,8,0,0,0,"Win"
"1065",3,5,2,7,0,"Win"
"1066",10,4,0,0,0,"Loss"
"1067",11,3,5,0,0,"Win"
"1068",6,3,8,0,0,"Loss"
"1069",10,3,0,2,5,"Win"
"1070",4,10,0,0,0,"Win"
"1071",4,10,0,0,0,"Win"
"1072",10,6,0,0,0,"Win"
"1073",6,9,0,10,0,"Loss"
"1074",10,10,0,0,0,"Win"
"1075",7,10,0,0,0,"Win"
"1076",8,6,0,10,0,"Loss"
"1077",2,10,0,5,0,"Loss"
"1078",3,2,3,6,0,"Win"
"1079",10,4,0,0,0,"Loss"
"1080",10,7,0,0,0,"Win"
"1081",6,8,0,0,0,"Loss"
"1082",3,10,0,6,0,"Loss"
"1083",6,10,0,0,0,"Loss"
"1084",2,10,0,0,0,"Win"
"1085",10,10,0,0,0,"Win"
"1086",4,7,10,0,0,"Win"
"1087",8,7,0,0,0,"Loss"
"1088",9,8,0,0,0,"Win"
"1089",6,8,0,10,0,"Loss"
"1090",7,5,0,8,0,"Win"
"1091",10,6,0,0,0,"Win"
"1092",11,2,1,0,0,"Loss"
"1093",3,10,0,5,0,"Loss"
"1094",10,3,0,0,0,"Loss"
"1095",4,9,0,10,0,"Loss"
"1096",10,10,0,0,0,"Push"
"1097",11,10,0,0,0,"Win"
"1098",8,10,0,0,0,"Win"
"1099",6,4,10,0,0,"Win"
"1100",10,5,0,4,0,"Loss"
"1101",6,10,0,4,0,"Win"
"1102",5,10,0,10,0,"Loss"
"1103",10,10,0,0,0,"Push"
"1104",6,7,0,0,0,"Loss"
"1105",7,7,0,7,0,"Win"
"1106",3,11,1,3,0,"Push"
"1107",10,8,0,0,0,"Push"
"1108",5,10,0,10,0,"Loss"
"1109",10,10,0,0,0,"Win"
"1110",10,9,0,0,0,"Win"
"1111",3,6,7,0,0,"Loss"
"1112",10,3,0,3,4,"Win"
"1113",5,7,0,10,0,"Loss"
"1114",4,6,11,0,0,"Win"
"1115",1,5,10,0,0,"Win"
"1116",10,3,0,0,0,"Loss"
"1117",10,6,0,0,0,"Loss"
"1118",10,10,0,0,0,"Win"
"1119",10,10,0,0,0,"Win"
"1120",10,6,0,0,0,"Loss"
"1121",9,4,0,0,0,"Win"
"1122",2,6,3,10,0,"Win"
"1123",3,10,0,7,0,"Push"
"1124",2,9,5,0,0,"Win"
"1125",10,11,0,0,0,"Win"
"1126",10,8,0,0,0,"Loss"
"1127",10,10,0,0,0,"Win"
"1128",10,11,0,0,0,"Push"
"1129",8,10,0,0,0,"Loss"
"1130",1,5,10,9,0,"Loss"
"1131",9,2,3,0,0,"Loss"
"1132",9,3,0,5,0,"Loss"
"1133",10,10,0,0,0,"Push"
"1134",7,6,0,2,3,"Loss"
"1135",11,10,0,0,0,"Win"
"1136",5,10,0,8,0,"Loss"
"1137",2,10,0,7,0,"Loss"
"1138",7,10,0,0,0,"Loss"
"1139",10,4,0,0,0,"Loss"
"1140",6,3,4,0,0,"Win"
"1141",4,8,0,10,0,"Loss"
"1142",7,3,7,0,0,"Loss"
"1143",11,10,0,0,0,"Win"
"1144",4,4,10,0,0,"Loss"
"1145",10,2,0,10,0,"Loss"
"1146",4,9,0,4,0,"Loss"
"1147",8,3,7,0,0,"Loss"
"1148",1,3,10,9,0,"Loss"
"1149",10,9,0,0,0,"Win"
"1150",3,11,6,0,0,"Win"
"1151",6,9,0,9,0,"Loss"
"1152",9,6,0,9,0,"Loss"
"1153",3,10,0,7,0,"Win"
"1154",10,8,0,0,0,"Win"
"1155",5,1,9,10,0,"Loss"
"1156",5,10,0,8,0,"Loss"
"1157",6,6,0,0,0,"Loss"
"1158",7,7,0,4,0,"Win"
"1159",5,8,0,8,0,"Win"
"1160",5,10,0,10,0,"Loss"
"1161",11,1,5,0,0,"Push"
"1162",9,10,0,0,0,"Loss"
"1163",8,11,0,0,0,"Loss"
"1164",4,10,0,6,0,"Win"
"1165",10,7,0,0,0,"Loss"
"1166",7,6,0,0,0,"Loss"
"1167",10,10,0,0,0,"Win"
"1168",10,10,0,0,0,"Win"
"1169",4,2,10,0,0,"Loss"
"1170",6,2,10,0,0,"Loss"
"1171",5,9,0,1,7,"Loss"
"1172",7,7,0,4,0,"Push"
"1173",10,10,0,0,0,"Push"
"1174",5,3,2,6,8,"Loss"
"1175",10,2,0,6,0,"Loss"
"1176",7,10,0,0,0,"Loss"
"1177",10,3,0,6,0,"Win"
"1178",10,6,0,10,0,"Loss"
"1179",2,10,0,0,0,"Loss"
"1180",7,7,0,0,0,"Loss"
"1181",7,9,0,0,0,"Loss"
"1182",1,6,9,1,0,"Loss"
"1183",10,6,0,3,0,"Win"
"1184",8,10,0,0,0,"Push"
"1185",10,8,0,0,0,"Loss"
"1186",5,10,0,0,0,"Loss"
"1187",2,11,5,0,0,"Push"
"1188",10,10,0,0,0,"Win"
"1189",3,4,8,4,0,"Win"
"1190",2,10,0,6,0,"Loss"
"1191",10,8,0,0,0,"Loss"
"1192",10,10,0,0,0,"Win"
"1193",3,2,4,5,0,"Loss"
"1194",8,5,0,0,0,"Win"
"1195",5,3,3,3,0,"Win"
"1196",10,3,0,8,0,"Win"
"1197",10,7,0,0,0,"Loss"
"1198",6,10,0,0,0,"Loss"
"1199",9,4,0,10,0,"Loss"
"1200",10,10,0,0,0,"Win"
"1201",10,4,0,0,0,"Win"
"1202",7,7,0,10,0,"Loss"
"1203",6,8,0,6,0,"Loss"
"1204",7,4,6,0,0,"Win"
"1205",9,3,0,0,0,"Loss"
"1206",6,2,4,8,0,"Win"
"1207",10,10,0,0,0,"Push"
"1208",10,10,0,0,0,"Win"
"1209",1,1,10,3,6,"Push"
"1210",5,8,0,0,0,"Loss"
"1211",10,10,0,0,0,"Win"
"1212",2,6,4,6,0,"Win"
"1213",10,10,0,0,0,"Win"
"1214",10,11,0,0,0,"Win"
"1215",8,3,6,0,0,"Loss"
"1216",9,10,0,0,0,"Loss"
"1217",4,3,7,10,0,"Loss"
"1218",8,10,0,0,0,"Loss"
"1219",6,5,3,7,0,"Win"
"1220",6,8,0,0,0,"Loss"
"1221",6,10,0,7,0,"Loss"
"1222",10,10,0,0,0,"Win"
"1223",10,4,0,5,0,"Push"
"1224",7,10,0,0,0,"Win"
"1225",10,9,0,0,0,"Win"
"1226",10,4,0,1,10,"Loss"
"1227",5,10,0,0,0,"Loss"
"1228",7,4,9,0,0,"Push"
"1229",10,8,0,0,0,"Win"
"1230",11,9,0,0,0,"Win"
"1231",9,10,0,0,0,"Loss"
"1232",8,2,9,0,0,"Loss"
"1233",4,10,0,7,0,"Win"
"1234",10,9,0,0,0,"Loss"
"1235",8,10,0,0,0,"Win"
"1236",5,9,0,9,0,"Loss"
"1237",4,10,0,3,0,"Loss"
"1238",11,9,0,0,0,"Push"
"1239",10,7,0,0,0,"Loss"
"1240",10,10,0,0,0,"Win"
"1241",10,2,0,6,0,"Loss"
"1242",6,9,0,9,0,"Loss"
"1243",11,1,6,0,0,"Loss"
"1244",10,11,0,0,0,"Win"
"1245",6,9,0,0,0,"Win"
"1246",10,7,0,0,0,"Win"
"1247",4,10,0,4,0,"Loss"
"1248",10,7,0,0,0,"Loss"
"1249",1,3,8,0,0,"Win"
"1250",3,7,8,0,0,"Loss"
"1251",1,3,10,10,0,"Loss"
"1252",5,10,0,7,0,"Loss"
"1253",10,8,0,0,0,"Win"
"1254",10,10,0,0,0,"Win"
"1255",1,3,8,8,0,"Win"
"1256",10,4,0,0,0,"Loss"
"1257",4,10,0,0,0,"Loss"
"1258",6,2,4,0,0,"Loss"
"1259",6,10,0,5,0,"Win"
"1260",4,10,0,3,0,"Loss"
"1261",2,2,10,6,0,"Win"
"1262",9,5,0,10,0,"Loss"
"1263",10,4,0,8,0,"Loss"
"1264",10,6,0,4,0,"Win"
"1265",6,9,0,4,0,"Win"
"1266",2,5,6,0,0,"Loss"
"1267",7,3,7,0,0,"Win"
"1268",4,2,7,5,0,"Loss"
"1269",10,4,0,3,0,"Loss"
"1270",10,6,0,0,0,"Win"
"1271",10,6,0,0,0,"Loss"
"1272",10,4,0,10,0,"Loss"
"1273",3,10,0,1,4,"Push"
"1274",10,10,0,0,0,"Push"
"1275",4,10,0,0,0,"Win"
"1276",10,7,0,0,0,"Loss"
"1277",3,4,9,4,0,"Win"
"1278",4,9,0,0,0,"Win"
"1279",9,10,0,0,0,"Win"
"1280",10,6,0,7,0,"Loss"
"1281",10,9,0,0,0,"Loss"
"1282",7,10,0,0,0,"Push"
"1283",7,10,0,0,0,"Win"
"1284",5,10,0,0,0,"Loss"
"1285",4,5,10,0,0,"Loss"
"1286",8,5,0,0,0,"Loss"
"1287",8,10,0,0,0,"Loss"
"1288",7,11,0,0,0,"Win"
"1289",5,1,10,7,0,"Loss"
"1290",4,10,0,0,0,"Win"
"1291",8,10,0,0,0,"Loss"
"1292",10,6,0,1,0,"Loss"
"1293",2,8,9,0,0,"Loss"
"1294",10,4,0,10,0,"Loss"
"1295",10,10,0,0,0,"Push"
"1296",10,8,0,0,0,"Win"
"1297",10,9,0,0,0,"Push"
"1298",4,11,6,0,0,"Win"
"1299",11,7,0,0,0,"Loss"
"1300",9,11,0,0,0,"Win"
"1301",10,10,0,0,0,"Push"
"1302",7,10,0,0,0,"Win"
"1303",4,6,6,0,0,"Loss"
"1304",11,5,1,0,0,"Win"
"1305",4,10,0,0,0,"Win"
"1306",10,5,0,0,0,"Loss"
"1307",6,2,10,0,0,"Loss"
"1308",10,9,0,0,0,"Win"
"1309",10,6,0,10,0,"Loss"
"1310",7,3,3,0,0,"Loss"
"1311",10,3,0,0,0,"Loss"
"1312",11,10,0,0,0,"Win"
"1313",5,1,8,10,0,"Loss"
"1314",7,10,0,0,0,"Loss"
"1315",6,2,5,10,0,"Loss"
"1316",6,3,4,10,0,"Loss"
"1317",8,6,0,7,0,"Win"
"1318",5,9,0,9,0,"Loss"
"1319",3,8,10,0,0,"Win"
"1320",6,6,0,9,0,"Win"
"1321",3,10,0,5,0,"Win"
"1322",11,10,0,0,0,"Win"
"1323",9,10,0,0,0,"Win"
"1324",11,4,2,0,0,"Win"
"1325",2,2,10,0,0,"Loss"
"1326",5,8,0,0,0,"Win"
"1327",1,6,10,0,0,"Win"
"1328",10,3,0,10,0,"Loss"
"1329",9,9,0,0,0,"Loss"
"1330",7,10,0,0,0,"Win"
"1331",5,5,10,0,0,"Win"
"1332",7,8,0,9,0,"Loss"
"1333",6,8,0,0,0,"Win"
"1334",4,4,7,9,0,"Loss"
"1335",10,10,0,0,0,"Win"
"1336",10,10,0,0,0,"Win"
"1337",5,10,0,0,0,"Loss"
"1338",10,2,0,2,10,"Loss"
"1339",9,6,0,10,0,"Loss"
"1340",4,4,7,0,0,"Loss"
"1341",4,2,6,1,0,"Loss"
"1342",10,7,0,0,0,"Win"
"1343",10,6,0,2,0,"Win"
"1344",6,7,0,6,0,"Win"
"1345",10,5,0,0,0,"Win"
"1346",10,10,0,0,0,"Win"
"1347",3,8,8,0,0,"Win"
"1348",10,10,0,0,0,"Win"
"1349",5,10,0,10,0,"Loss"
"1350",11,10,0,0,0,"Win"
"1351",10,7,0,0,0,"Win"
"1352",10,4,0,0,0,"Win"
"1353",5,10,0,1,10,"Loss"
"1354",7,10,0,0,0,"Loss"
"1355",8,7,0,10,0,"Loss"
"1356",7,9,0,0,0,"Loss"
"1357",10,11,0,0,0,"Win"
"1358",8,10,0,0,0,"Win"
"1359",5,9,0,0,0,"Win"
"1360",8,5,0,4,0,"Loss"
"1361",10,6,0,6,0,"Loss"
"1362",2,2,4,9,0,"Loss"
"1363",10,11,0,0,0,"Win"
"1364",6,8,0,0,0,"Loss"
"1365",10,10,0,0,0,"Win"
"1366",10,2,0,4,4,"Win"
"1367",10,10,0,0,0,"Win"
"1368",8,10,0,0,0,"Loss"
"1369",6,3,10,0,0,"Loss"
"1370",6,1,10,0,0,"Loss"
"1371",2,10,0,0,0,"Win"
"1372",6,2,8,0,0,"Loss"
"1373",2,6,10,0,0,"Loss"
"1374",8,9,0,0,0,"Push"
"1375",3,10,0,7,0,"Push"
"1376",9,4,0,7,0,"Win"
"1377",6,10,0,2,0,"Loss"
"1378",10,11,0,0,0,"Win"
"1379",6,9,0,0,0,"Loss"
"1380",8,10,0,0,0,"Win"
"1381",3,9,0,7,0,"Win"
"1382",8,9,0,0,0,"Loss"
"1383",10,5,0,5,0,"Loss"
"1384",10,6,0,2,0,"Push"
"1385",3,8,7,0,0,"Loss"
"1386",8,11,0,0,0,"Win"
"1387",10,2,0,0,0,"Win"
"1388",2,10,0,6,0,"Loss"
"1389",11,10,0,0,0,"Win"
"1390",6,4,5,0,0,"Loss"
"1391",6,1,9,0,0,"Loss"
"1392",8,6,0,0,0,"Loss"
"1393",8,2,10,0,0,"Win"
"1394",2,5,10,0,0,"Loss"
"1395",10,5,0,2,0,"Loss"
"1396",3,4,10,0,0,"Loss"
"1397",6,10,0,0,0,"Loss"
"1398",7,3,7,0,0,"Loss"
"1399",10,8,0,0,0,"Win"
"1400",10,11,0,0,0,"Win"
"1401",10,6,0,0,0,"Loss"
"1402",10,10,0,0,0,"Push"
"1403",3,9,0,3,5,"Loss"
"1404",10,10,0,0,0,"Win"
"1405",11,5,2,0,0,"Win"
"1406",6,8,0,0,0,"Loss"
"1407",10,10,0,0,0,"Win"
"1408",10,9,0,0,0,"Loss"
"1409",3,2,10,0,0,"Loss"
"1410",6,10,0,10,0,"Loss"
"1411",10,10,0,0,0,"Push"
"1412",10,10,0,0,0,"Win"
"1413",4,8,0,7,0,"Push"
"1414",6,4,10,0,0,"Win"
"1415",5,5,11,0,0,"Win"
"1416",10,10,0,0,0,"Win"
"1417",7,10,0,0,0,"Loss"
"1418",2,7,9,0,0,"Win"
"1419",2,1,10,0,0,"Loss"
"1420",7,10,0,0,0,"Loss"
"1421",10,5,0,10,0,"Loss"
"1422",2,10,0,2,5,"Loss"
"1423",3,1,10,8,0,"Loss"
"1424",3,4,7,0,0,"Loss"
"1425",4,5,10,0,0,"Win"
"1426",8,5,0,10,0,"Loss"
"1427",2,10,0,0,0,"Loss"
"1428",11,3,1,0,0,"Win"
"1429",4,10,0,1,5,"Win"
"1430",3,2,2,10,0,"Loss"
"1431",10,6,0,4,0,"Win"
"1432",5,7,0,0,0,"Win"
"1433",10,9,0,0,0,"Win"
"1434",4,10,0,3,0,"Loss"
"1435",2,1,10,0,0,"Loss"
"1436",6,4,7,0,0,"Loss"
"1437",8,11,0,0,0,"Win"
"1438",10,2,0,9,0,"Win"
"1439",11,2,6,0,0,"Win"
"1440",7,11,0,0,0,"Push"
"1441",10,8,0,0,0,"Win"
"1442",4,10,0,10,0,"Loss"
"1443",7,2,9,0,0,"Loss"
"1444",5,8,0,3,10,"Loss"
"1445",9,10,0,0,0,"Loss"
"1446",2,3,6,10,0,"Win"
"1447",10,7,0,0,0,"Loss"
"1448",5,10,0,4,0,"Win"
"1449",5,8,0,9,0,"Loss"
"1450",5,6,7,0,0,"Loss"
"1451",5,10,0,0,0,"Loss"
"1452",10,11,0,0,0,"Win"
"1453",10,6,0,0,0,"Loss"
"1454",4,10,0,0,0,"Win"
"1455",2,11,1,0,0,"Loss"
"1456",10,3,0,10,0,"Loss"
"1457",6,4,6,0,0,"Loss"
"1458",8,8,0,10,0,"Loss"
"1459",10,4,0,0,0,"Loss"
"1460",10,11,0,0,0,"Win"
"1461",4,2,10,1,0,"Loss"
"1462",1,5,10,0,0,"Win"
"1463",3,10,0,2,2,"Loss"
"1464",4,4,9,0,0,"Loss"
"1465",8,8,0,0,0,"Win"
"1466",10,7,0,0,0,"Loss"
"1467",3,6,8,0,0,"Loss"
"1468",11,7,0,0,0,"Win"
"1469",4,6,3,1,10,"Loss"
"1470",10,7,0,0,0,"Win"
"1471",4,4,7,9,0,"Loss"
"1472",11,8,0,0,0,"Win"
"1473",10,2,0,2,1,"Win"
"1474",2,10,0,1,10,"Loss"
"1475",3,9,0,10,0,"Loss"
"1476",10,3,0,0,0,"Win"
"1477",3,7,10,0,0,"Win"
"1478",7,10,0,0,0,"Loss"
"1479",10,10,0,0,0,"Push"
